item_id,eye_witness,eye_witness_in,eye_witness_out,informative,informative_in,informative_out,damage,damage_in,damage_out,Y_in,Y_out,Y,text
872,0,0,3,0,0,3,0,0,3,0,3,0,Who would have thought a hurricane shutting down half of NYC was even a thing?? Praying for my NYC/NJ friends!! http://t.co/iSdx4T4n
873,0,0,3,1,2,1,0,0,3,0,3,0,Gap Criticized For Insensitive Tweet During Hurricane Sandy http://t.co/3jxarSYf
874,0,0,3,1,3,0,0,0,3,0,3,0,RT @AFLCIO: We hope everyone is safe and sound. Here are some resources for help in the aftermath of #HurricaneSandy http://t.co/oouqvXOu
875,0,0,3,0,0,3,0,0,3,0,3,0,My heart belongs to Sandy Ã¤Â_ http://t.co/OQ0FJDFZ
876,0,0,3,0,0,3,0,0,3,0,3,0,I guess this the best time for DMV folks to blame everything on Hurricane Sandy. Even if it ain't got nothing to do with Sandy... #IsOkay
877,0,0,3,1,3,0,0,0,3,0,3,0,RT @maddow: Lost wifi but your phone still works? Slate explainer on using your phone as a wifi hotspot: http://t.co/ODAk9Abe #Sandy
878,0,0,3,1,3,0,0,1,2,0,3,0,RT @GMA: The four zoos in NYC say not a single animal was injured in #Sandy (via @LaraSpencer)
879,0,0,3,0,0,3,0,0,3,0,3,0,Bosen! Males! Suntuk!
880,0,0,3,1,3,0,0,1,2,0,3,0,Wow what a mess #Sandy has made. Be sure to check on the elderly and homeless please! Thoughts and prayers to all affected
881,0,0,3,1,3,0,1,2,1,0,3,0,One of many trees down across NYC post #Sandy this off Houston near NYU #News10ABC http://t.co/5KwW1wZt
882,0,0,3,1,2,1,0,0,3,0,3,0,NPR: the odds of postponing the Presidential Election are about nil...#NYSE Opening 2moro... Take that #Sandy
883,0,0,3,1,2,1,0,0,3,0,3,0,Divine Protection for everyone affected by the hurricane Sandy !!!!
884,1,1,2,0,1,2,0,1,2,1,2,0,beyond over sandy.. I want power
885,1,1,2,1,3,0,0,1,2,0,3,0,Every seen NYC this quiet? Eerie Photos Show Huge New York Transportation Hubs Abandoned Due To Hurricane Sandy http://t.co/pngXC7Ix #sandy
886,0,0,3,1,3,0,0,1,2,0,3,0,Last day to donate blood! We had over 9000 pints of blood cancelled because of Sandy. Help us boost the blood supply and beat MTSU!
887,0,0,3,1,2,1,0,0,3,0,3,0,RT @xamdinha: Ã¤Ã³Ã¬@HSandyUpdates: CRAZY: A man jet skies in the Hudson River during hurricane Sandy - http://t.co/ea6thWzuÃ¤Ã³Â #yolo
888,1,1,2,1,3,0,0,1,2,1,2,0,RT @garywhitta: Here's the latest amazing and totally not-faked photo of #Sandy approaching NYC: http://t.co/eg7kzUQX
889,1,1,2,1,3,0,0,0,3,0,3,0,VIDEO: Sandy 'largest storm in Atlantic': Millions of residents of the northeast of the United States... http://t.co/RwG44VEj bbc Update
890,0,0,3,0,0,3,0,0,3,0,3,0,le New Jersey et le Delaware inondÃ­Â©s http://t.co/qnipEP3M #sandy
891,0,0,3,0,0,3,0,0,3,0,3,0,RT @JeffreyJyourboy: You don't need no education - Hurricane Sandy
892,0,0,3,0,1,2,0,0,3,0,3,0,Ã¤Ã³Ã¬@D_Pittman_PPW: #HurricaneSandy approaching #NYC. http://t.co/svP8WVPe The Day After Tomorrow comes true #sandyÃ¤Ã³Â this looks so scary
893,0,0,3,1,3,0,1,3,0,0,3,0,Aftermath: #smh@Sandy http://t.co/9uUYeKKI
894,0,0,3,0,0,3,0,0,3,0,3,0,RT @montclairprobs: 3 days off? Thank you Sandy!
895,0,0,3,1,2,1,0,0,3,0,3,0,RT @GreatBibleVerse: Cornelius... gave many donations to people and prayed to God constantly - Acts 10:2 (please donate to help #Hurricane #Sandy victims)
896,1,1,2,0,1,2,0,1,2,0,3,0,RT @Dopeysmom: New Post: Thankful On Higher Ground http://t.co/a9PpPuW7 #NYC #sandy
897,0,0,4,1,4,0,0,2,2,0,4,0,RT @NathanPhelpsPG: FlightStats Inc. reports 17062 flights in North America have been canceled since Saturday as result of Hurricane Sandy.
898,0,0,3,0,2,1,0,1,2,0,3,0,i hope everyone is okay in NYC New Jersey and wherever else was effected by Hurricane Sandy  it caused so much damge :|
899,0,0,3,1,3,0,0,1,2,0,3,0,http://t.co/Jhp0Ctk0 On Instagram 10 Photos a Second of #sandy
900,1,2,1,1,2,1,0,1,2,1,2,0,Rode out Hurricane Sandy at work from 8am Monday to 10 am Tuesday. It was wild! My first hurricane I ever ridden... http://t.co/5npXTw4K
901,0,0,3,0,0,3,0,0,3,0,3,0,Hurricane Sandy? PAH. I survived Hurricane Bawbag.
902,0,0,3,1,3,0,0,0,3,0,3,0,RT @RedCross: 1 way to help: donate blood. Abt 300 drives were cancelled shortfall of almst 9000 units. http://t.co/6xBJ7yCR #Sandy
903,1,2,1,0,2,1,0,1,2,0,3,0,On my block #oceanave #eastflatbush #flatbush #brooklyn #nyc #hurricanesandy #sandy it's not over. Stay in d http://t.co/mLvxIKCw
904,0,0,3,1,3,0,0,0,3,0,3,0,RT @RT_com: Watch #NYC Mayor Michael BloombergÃ¤Ã³Â»s press conference over Hurricane #Sandy live http://t.co/g12br6xL
905,0,0,3,1,2,1,0,0,3,0,3,0,We hope everyone is safe and well after #Sandy. From marketing perspective itÃ¤Ã³Â»s a good time to look at the Disaster Planning campaign.
906,0,0,3,0,1,2,0,0,3,0,3,0,The aftermath of Hurricane Sandy is snow . Damn  that's crazy .
907,1,2,1,0,1,2,0,1,2,1,2,0,RT @MattMelvin: Last night Sandy flooded streets with rain. Today just as it starts causing fires it stops raining. This dick hurricane is trolling us.
908,0,0,3,0,0,3,0,0,3,0,3,0,RT @SandysHurricane: WHY DA FUQ AM I NAMED HURRICANE SANDY THO??? DO I LOOK LIKE DAT LESBIAN BITCH FROM SPONGEBOB?
909,0,0,3,0,1,2,0,0,3,0,3,0,@RachaelRayShow They didn't air it here because of the live weather updates. How do NYers see the 3 shows that were missed? #sandy
910,0,0,3,0,0,3,0,0,3,0,3,0,RT @dariosardone: ChissÃ­Ã¦ come staranno a #NewYork... poveretti. Maledetto uragano #Sandy! =(
911,0,0,3,1,3,0,1,2,1,0,3,0,RT @cnnbrk: At least 6.2 million customers still without power after #Sandy officials say. http://t.co/W3BSwLBL
912,0,0,3,0,1,2,0,0,3,0,3,0,Hola soy Sandy y vengo a mataros.
913,0,0,3,0,0,3,0,0,3,0,3,0,RT @ostrander13: RIP every rat in NYC. #Sandy
914,0,0,3,0,1,2,0,0,3,0,3,0,Why are the cameras cutting Lydia Calas' shine today? #sandy #nyc
915,0,0,3,1,3,0,0,0,3,0,3,0,Sandy NYC's worst hurricane since its founding in 1624 http://t.co/5Yzm8ceP #sandy #nyc #superstorm
916,0,0,3,1,3,0,0,0,3,0,3,0,RT @BW: More than 15733 U.S. flights have been grounded -- WATCH | http://t.co/5MDV6zc9 #sandy
917,0,0,4,1,3,1,0,0,4,0,4,0,RT @JuD_Official: #UN response center recognized #JUD as a main NGO providing relief in their detailed contact lists. - Hafiz Saeed #sandy
918,0,0,3,1,3,0,1,3,0,0,3,0,RT @SandyUpdate: We are getting first reports of windows blown out of buildings....from New London Conn. #Sandy #UpdateSandy
919,1,1,2,1,3,0,0,1,2,1,2,0,That is so nuts! RT @NewYorkPost: New York City never sleeps.... #hurricance #sandy #nyc http://t.co/EFN6ofrt
920,0,0,3,0,0,3,0,0,3,0,3,0,Hurricane Sandy (Cheeks)
921,0,0,3,1,3,0,1,2,1,0,3,0,"Rats!! RT @Reuters: You knew it was coming: the ""rats in New York City after #Sandy story. From @LiveScience http://t.co/vRebQT8h"
922,0,0,3,0,1,2,0,0,3,0,3,0,RT @Flight8: Game canceled Tmr. Damn Sandy
923,0,0,3,0,0,3,0,0,3,0,3,0,RT @KhrossOfficial: Sending all of our love to the Northeast go easy on us all Sandy!
924,0,0,3,0,0,3,0,0,3,0,3,0,Pensaba que era alguna pelÃ­_cula de Hollywood pero es una foto real del huracÃ­Ã§n Sandy en Nueva York hoy ! http://t.co/zhqrAUiq
925,1,1,2,1,2,1,0,1,2,1,2,0,#Sandy in Harlem http://t.co/of0lN5Zd
926,0,0,3,0,0,3,0,0,3,0,3,0,RT @Bethenny: Sandy is the definition of a shit storm. #sandyisashitstorm
927,0,0,3,0,1,2,0,1,2,0,3,0,RT @cantbeliebit: HURRICANE SANDY BETTER NOT TAKE AWAY MY ELECTRICITY. NAMED AFTER A MOTHERFUCKING SPONGEBOB CHARACTER UGH
928,1,2,1,1,3,0,0,1,2,1,2,0,RT @SotirisDanezis: The city that never sleeps goes dark - Photos from NYC #blackout #Sandy http://t.co/OlXFQKNE
929,0,0,3,1,3,0,0,0,3,0,3,0,RT @daddy_yankee: If you need a safe place to stay shelter info avail. in #Hurricane app http://t.co/h0m8fPQK & http://t.co/0uk5URJH . #Sandy
930,0,0,3,1,3,0,0,2,1,0,3,0,RT @twc_hurricane: Mayor Bloomberg: Over 1000 reports of downed trees and other problems with debris in #NYC. #Sandy
931,0,0,3,1,3,0,0,0,3,0,3,0,RT @911BUFF: NYC TAXIS CAN PICK UP MULTIPLE PASSENGERS MAKE SURE THEY HAVE T&LC PLATES. IF NOT REPORT AT 311.PPL SADLY TAKING ADVANTAGE #SANDY #911BUFF
932,0,0,3,0,0,3,0,0,3,0,3,0,#taurus TRUE FACT: An alien spotted away from North Coroline... http://t.co/3pe7d8Bu
933,0,0,3,0,1,2,0,0,3,0,3,0,sandy is going to swallow up @BinkyFuFu_17 :( :( DONT GO TO WORK
934,0,0,3,1,3,0,1,3,0,0,3,0,Ravages Of Sandy Image 1 http://t.co/uGBDsvU8
935,0,0,3,0,1,2,0,0,3,0,3,0,"Michael Brown said Obama ""responded too fast"" to Hurricane Sandy relief which means he must be doing a damn good job. #HeckuvaJob"
936,1,1,2,0,1,2,0,1,2,0,3,0,Hurricane Sandy looks like its re-creating Day After Tomorrow or something
937,0,0,3,1,2,1,1,1,2,0,3,0,http://t.co/kZMcUMKP Broad Channel station on the A line #WOW #Sandy #NYC
938,0,0,3,1,3,0,0,0,3,0,3,0,U.S met office issues a stark warning that Hurricane Sandy has been upgraded to a British Summer
939,0,0,3,0,0,3,0,0,3,0,3,0,"RT @PastorSergio: Refusing to allow ""Sandy"" to shade on my shine. Read the Word Speak the Word. http://t.co/MsxZNmx3"
940,0,0,3,1,3,0,0,0,3,0,3,0,Photo: Hurricane Sandy on NY. http://t.co/vTDpGijE
941,0,0,3,0,0,3,0,0,3,0,3,0,"RT @Jason_Pollock: RT if you're SO glad @BarackObama is running our country during #Sandy instead of a man who thinks federal disaster relief is ""immoral."""
942,0,0,3,0,0,3,0,0,3,0,3,0,RT @sudornelles: A imprensa nacional ainda nÃ­Â£o divulgou a noticia da suspensÃ­Â£o do despejo dos Guaranis-Kaiowaspq estÃ­Â£o cobrindo o #Sandy.
943,0,0,3,1,3,0,0,0,3,0,3,0,RT @ABC7News: RT @doughillabc7: Hurricane Sandy moved almost 100 miles during the past 3 hours. Landfall about 6 hours sooner than forecast this morning.
944,0,0,3,1,3,0,0,0,3,0,3,0,RT @capitalweather: Atlantic Gulf Stream injected fuel into Hurricane Sandy now it will gain energy from cold front: http://t.co/RdNmL7ba
945,1,1,2,0,0,3,0,0,3,0,3,0,RT @MERCYPIGUET: I should take a picture of my view and show you guys Hurricane Sandy is real.
946,0,0,3,1,3,0,0,0,3,0,3,0,RT @washingtonpost: Federal government closed Tuesday; Metro rail and bus service suspended http://t.co/9GTi7UyU
947,1,1,2,0,2,1,0,1,2,1,2,0,RT @spacelambs: Because of Sandy there was a shark swimming around in the streets of New Jersey! _Ã´Ã–_ http://t.co/lwppfg5u
948,0,0,3,0,0,3,0,0,3,0,3,0,RT @LisEscribanoGom: IncreÃ­_ble el huracÃ­Ã§n Sandy en New york http://t.co/wdNAaqE3
949,0,0,3,0,0,3,0,0,3,0,3,0,Sandy ocasiona fallas en plataforma de Blackberry Venezuela http://t.co/OOzzhUwv
950,0,0,3,1,3,0,0,0,3,0,3,0,"New video of the moment when hurricane ""Sandy"" that struck the United States: http://t.co/EnX0v009 #Hurricane_Sandy #newyork #USA #nyc #NY"
951,0,0,3,1,3,0,0,0,3,0,3,0,RT @NHC_Atlantic: Post-Tropical Cyclone #Sandy advisory 34 issued. Post-tropical cyclone #Sandy continues to weaken over pennsylvania. http://t.co/IdMfcu52
952,0,0,3,1,2,1,0,0,3,0,3,0,RT @mashable: 5 Fake Hurricane #Sandy Photos You're Sharing on Social Media http://t.co/D3YNIbyL
953,0,0,3,0,1,2,0,0,3,0,3,0,I uploaded a @YouTube video http://t.co/InxvFaz2 Hurrican Sandy On The Horizon!
954,0,0,3,1,3,0,0,1,2,0,3,0,Central ParkNYC #sandy http://t.co/DSRbUgZA @Rafy_09
955,0,0,3,0,0,3,0,0,3,0,3,0,RT @HeyTammyBruce: After 9/11 I've never trusted Red Cross w my $. Giving to @SamaritansPurse doing a great job w #Sandy aftermath.
956,0,0,3,0,0,3,0,0,3,0,3,0,La Guardia Costera rescatÃ­_ a 14 miembros de la tripulaciÃ­_n del velero HMS B... http://t.co/4K9l8kup
957,0,0,3,0,0,3,0,0,3,0,3,0,RT @sukanstar: Taufan Sandy sedang mengamuk kat Amareka. Sandy ni tupai pompuan dalam cite Spongebob tu la kan?
958,0,0,3,0,0,3,0,0,3,0,3,0,RT @martinwaxman: When will they ever learn... American Apparel angers twittersphere with 'Hurricane Sandy Sale' http://t.co/zTloIOO3
959,0,0,3,0,0,3,0,0,3,0,3,0,"RT @Olivie_83: Ã¤Ã³Ã¬@itele: Michel Chevalet : ""ce n'est pas la tempÃ­Ãˆte du siÃ­Ã‚cle"" #Sandy http://t.co/RYs44vIjÃ¤Ã³Â Ã­ÂŠvidemment on n'est qu'en 2012 !"
960,0,0,3,1,2,1,0,0,3,0,3,0,Colors of #manhattan #nyc pre #sandy #subway http://t.co/g0hzyGi0
961,0,0,3,1,3,0,0,0,3,0,3,0,RT @weatherchannel: .@NYGovCuomo orders closing of NYC bridges. Only Staten Island bridges unaffected at this time. Bridges must close by 7pm. #Sandy #NYC
962,0,0,3,1,3,0,0,1,2,0,3,0,BBC News - Amateur video shows Ocean City floods as Sandy hits http://t.co/cBMVRkd4
963,0,0,3,1,3,0,0,0,3,0,3,0,RT @RYOTnews: The day after: Death toll climbs millions without power - Help support @directrelief via http://t.co/j3QLq6B6 #Sandy http://t.co/9YreHl6u
964,1,1,2,1,3,0,0,1,2,1,2,0,Three hours before #Sandy hits New Jersey this is what Long Beach Island looks like. #LBI http://t.co/6wBUsu26 via @lbisource
965,0,0,3,0,1,2,0,0,3,0,3,0,As @vj2w points out & as evident from the #Sandy coverage NYC is still the center of the universe http://t.co/AUOv2eyD
966,0,0,3,1,3,0,0,0,3,0,3,0,RT @SteveNiles: Sandy's victims need your help. To donate text REDCROSS to 90999. Or click this link: https://t.co/nPXGCjCw Ã¤Ã³_ Ã¤Ã³_
967,0,0,3,1,3,0,0,0,3,0,3,0,New Yorkers rally to celebrate Halloween despite Sandy - CNN International: New York TimesNew Yorkers rally to c... http://t.co/Vsz7LC7s
968,0,0,3,1,1,2,0,0,3,0,3,0,Jajaja Sandy http://t.co/P6RXmyQc
969,0,0,3,1,2,1,0,0,3,0,3,0,@MarielHemingway Sandy hits hard NYC pls visit script proposal http://t.co/hZ08IxtM
970,0,0,3,0,0,3,0,0,3,0,3,0,Wish all my dear friends in the east coast safety! Super Storm #Sandy: #NYC http://t.co/c7TWSHIb
971,0,0,3,0,1,2,0,1,2,0,3,0,Where did Brooklyn go? #sandy #60floorsup #frankenstorm #nyc #onlygonnagetworse #rooftop @ The Epic http://t.co/RrCHFGYt
972,0,0,3,0,1,2,0,0,3,0,3,0,RT @MittStormTips: Families with small kids who are without power get used to not having Sesame Street. #MittStormTips #Sandy
973,0,0,3,1,3,0,1,2,1,0,3,0,RT @commercialREbkr: Pakistani radical offers storm aid: As residents of the U.S. Northeast grapple with the destruction... http://t.co/8FGzQyua #USNews #USA
974,0,0,3,0,0,3,0,0,3,0,3,0,RT @ReginaGeoorge: Let me tell you something about Sandy... http://t.co/x1JuA57g
975,0,0,3,1,3,0,0,0,3,0,3,0,RT @TVDWetpaint: Vampire Diaries StarsÃ¤Ã³Â» Nina Dobrev and Ian Somerhalder Tweet Support to Hurricane Sandy Victims on... http://t.co/NmURyrNR @tvdfansonline
976,0,0,3,0,0,3,0,0,3,0,3,0,If that was just a warning a little wind and rain and ur not even here yet I wonder how bad its really gonna get # bring it on sandy
977,0,0,3,0,1,2,0,0,3,0,3,0,TopTag(3hrs) 1:#Sandy 2:#ocra 3:#Benghazi 4:#Obama 5:#NYC 6:#News 7:#NJ 8:#Scorpio 9:#DT 10:#Failure 11:#teamfollowback ..
978,0,0,3,0,0,3,0,0,3,0,3,0,Let me stop bad talking Sandy before baby girl busts a U-Turn for an encore performance. #ThatsTheLifeImNotAbout
979,0,0,3,1,3,0,0,0,3,0,3,0,RT @NBA: Please help the Red Cross respond to those affected by Hurricane Sandy. Go to http://t.co/wa3lY7gB to make your donation today.
980,0,0,3,0,0,3,0,0,3,0,3,0,RT @drewbrees: Our thoughts and prayers are with all those in the Northeast battling Hurricane Sandy
981,0,0,3,1,3,0,1,2,1,0,3,0,RT @nytjim: Verizon says 6% of cell sites out in storm region; T-Mobile says 20% of network out in area. AT&T won't say. http://t.co/S6TR6pZC
982,0,0,3,1,3,0,1,3,0,0,3,0,Transit 'disaster' in NYC - Hurricane Sandy's knockout blow left New York City with a massive clean-up and repair jo... http://t.co/lLipe4FW
983,0,0,3,0,0,3,0,0,3,0,3,0,Trick or Treating happens on Saturday here. Just because Sandy from Spongebob got on her period and destroyed the east coast.
984,0,0,3,0,0,3,0,0,3,0,3,0,Thoughts and prayers with those who went through hurricane Sandy. Damage unbelievable.
985,1,1,2,0,0,3,0,0,3,0,3,0,RT @runlikeagrl: BIG thanks to the FDNY NYPD MTA volunteers &everyone helping bring my city back together. NYers can make it through anything #NYC #Sandy
986,0,0,3,1,3,0,0,0,3,0,3,0,RT @NYCMayorsOffice: Anyone impacted by #Sandy including homeowners renters and businesses should go to http://t.co/G7iJ1Ztw to register for assistance.
987,0,0,3,0,0,3,0,0,3,0,3,0,@Justiiin_e lmfao ill be flying with sandy
988,0,0,3,0,0,3,0,0,3,0,3,0,Rico almuerzo con las wachiturras!!! @Andichaud @milimilon @CUACK__ solo falto @ValeAvilesh que esta carreteando con #sandy
989,0,0,3,0,0,3,0,0,3,0,3,0,RT @FIL0S0FIA: El huracÃ­Ã§n Sandy llevÃ­_ un tiburÃ­_n hasta las calles de New Jersey. http://t.co/Oy4dWeMd
990,1,1,2,1,2,1,1,2,1,1,2,1,Flooded @duane_reade south street seaport - what a mess :( #sandy #nyc http://t.co/6hA5ZAoj
991,1,1,2,0,0,3,0,0,3,0,3,0,@ElleRichieTime And I'd love to live in England! Haha. But living on the Outer Banks right now is a bit dangerous. Sandy isn't a fan.
992,0,0,3,0,1,2,0,0,3,0,3,0,RT @memocirco: HuracÃ­Ã§n Sandy #nyc #sandy #huracan #historic http://t.co/bqD8pqzc
993,0,0,3,1,3,0,0,0,3,0,3,0,Here's how to make sure you don't get stuck with a flood damaged #car! http://t.co/kUj1oaWa #sandy
994,0,0,3,0,0,3,0,0,3,0,3,0,This is the end #2012 earth killed by hurricane sandy :(
995,0,0,3,0,0,3,0,0,3,0,3,0,LOVE TO THE AMERICAN McFLYERS. STAY SAFE &lt;3 let's hope sandy disappears into the ocean no harm done
996,0,0,3,1,3,0,0,1,2,0,3,0,Ambassadors trapped at the U.N during Hurricane Sandy asked Obama for help and Obama denied them blaming a Flash Flood Mob. @danaperino
997,0,0,3,0,0,3,0,0,3,0,3,0,Puedes llegar Sandy! http://t.co/zpV7yQmO
998,0,0,3,1,3,0,1,3,0,0,3,0,Massive Losses Likely From Hurricane Sandy - Morning Business Memo The multi-billion dollar insurance losses from Hu... http://t.co/y6ybEDdB
999,0,0,3,0,1,2,0,1,2,0,3,0,"@tevet Thanks Sal.Yes they talk a lot here in the news about ""Sandy"". It is scary indeed to imagine to live in the skyscratchers! G night;o"
1000,0,0,3,0,1,2,0,0,3,0,3,0,RT @Late_Show: Studio audience in place and ready for tonight's all-new #Sandy show with Denzel Washington & Paul Banks. http://t.co/1n9LTDYY
1001,1,1,2,0,1,2,0,1,2,0,3,0,We should get shirts saying I Survived Hurricane Sandy
1002,0,0,3,1,3,0,0,0,3,0,3,0,RT @mashable: Don't fall for these 6 fake Hurricane #Sandy pics in your feeds http://t.co/UhgfPlCb
1003,0,0,3,1,2,1,1,1,2,0,3,0,Good luck to everyone down in New York City. Just looked at some pictures and they got it bad from #sandy
1004,0,0,3,1,3,0,0,0,3,0,3,0,RT @twc_hurricane: RT @nygovcuomo: W storm gusts expected to be up to 80-85mph bridges in the NYC area are quickly becoming unsafe closures before 7pm #Sandy
1005,0,0,3,0,0,3,0,0,3,0,3,0,RT @okofosho: Lets get weird. #sandy
1006,0,0,3,0,0,3,0,0,3,0,3,0,"O ""Sandy"" Â“Ã³Â“ÂÂ‘Ã‹Â‘_Â‘Ã¥Â‘Ã©Â‘ÂµÂ“Â€Â‘Âµ Â“Ã³Â‘Â±Â‘_Â“ÂŠÂ‘Ã©Â‘ÂµÂ‘ÂŸÂ“ÂÂ‘Â¿Â‘Â± Â“Â€Â“Â‹Â‘_Â“Â‰ Â‘Â„Â‘Ã¦Â‘Ã¯- 14Â‘_Â‘ÂµÂ‘_Â“ÂÂ‘Ã‹Â‘Â¿ - Â‘Â´Â‘_Â‘Â±Â“Â‹Â‘Ã‹Â‘_Â‘_Â“ÂÂ“ÂÂ‘_Â‘Â± Â“Â€Â“Â‹Â‘Ã‹ Â“Â€Â‘_Â‘Ã‹Â“Â‹Â‘Ã¥Â‘Ã‡Â‘_(Â‘_Â‘Â¿Â‘_Â“Â‹Â‘ÂµÂ‘Ã‹-Â‘_Â“ÂŠÂ‘_Â“Â‹Â‘Â±Â‘_Â‘Ã¥) http://t.co/wK2dxuSQ via @sigmalivecom"
1007,0,0,3,0,0,3,0,0,3,0,3,0,Just spoke to one of my gals in new york the storm is crazy Let's hope hurricane Sandy will just swurf by fast...
1008,0,0,3,0,0,3,0,0,3,0,3,0,Re:Uragano Sandy news e aggiornamenti http://t.co/UlTPnUJQ
1009,0,0,3,0,0,3,0,0,3,0,3,0,RT @ManOfBahrain: #Ã¸Â«Ã¸_Ã¸ÂµÃ¸_Ã¸Â±Ã¸_Ã¸_Â™ÃŠÃ¸Â¿Â™_ Ã¸Ã‚Ã¸Â¿Ã¸_Â™_Ã¸Â© Â™Â‹Ã¸Â±Ã¸Ã‚Â™_Ã¸_ Ã¸Â£Â™ÂƒÃ¸Â±Â™_Â™Â€Â™_ #Ã¸_Ã¸ÂµÂ™_Â™Â‹Ã¸Â© Ã¸_Â¥Ã©_Ã¸_Ã¸ÂµÃ¸_Ã¸Â±29Â™Â‰Ã¸ÃˆÂ™_Â™Â‹ Â™Âš7.5Ã¸Â¿Â™ÂšÂ™ÃŠ Â™Â€Â™ÂˆÃ¸Â±Ã¸Ã‚Ã¸_Ã¸Ã§ #bahrain #hidd @Deertybhr #NYC #KSA #kuwait #sandy
1010,0,0,3,1,3,0,0,0,3,0,3,0,RT @ComplexMag: FEMA says to text tweet or post to Facebook instead of making phone calls during Hurricane Sandy. http://t.co/CWDzZYPS
1011,0,0,3,0,0,3,0,0,3,0,3,0,Thinking of everyone effected by #Sandy and hoping really hoping that all my friends in NYC are safe!!
1012,1,1,2,0,1,2,0,1,2,1,2,0,Fuck this my back lawn is filled with water and my pool is messed up fucking sandy has to also make evacuate my house
1013,0,0,3,0,0,3,0,0,3,0,3,0,RT @petershankman: Hey FD PD EMTs Rescue Teams and all first responders: Thanks. #sandy
1014,0,0,3,1,1,2,0,0,3,0,3,0,RT @XHurricaneSandy: HURRICANE #Sandy MAKE THEM THIRSTY #NYC #frankenstorm http://t.co/NxHhrlLD
1015,0,0,3,0,0,3,0,0,3,0,3,0,Ã¤Ã³Ã¬@FrancisBoulle: What if Gangnam Style was actually a giant rain dance and we've brought this on ourselves? #sandyÃ¤Ã³Â This is actually funny
1016,0,0,3,1,3,0,0,0,3,0,3,0,#Sandy has impacted the national @RedCross blood supply. Thousands of donors needed to help patients. http://t.co/YxtlYpYc
1017,1,1,2,1,2,1,1,2,1,1,2,1,RT @Timcast: Water levels still high #Sandy http://t.co/rMQTDjOp
1018,0,0,3,0,0,3,0,0,3,0,3,0,RT @Laflaque: Ã­Ã³ New York cÃ¤Ã³Â»est #Sandy qui lave la ville; Ã­Ã¦ MontrÃ­Â©al ce sont les ingÃ­Â©nieurs.
1019,0,0,3,1,3,0,0,1,2,0,3,0,Superstorm Sandy disinfo troll exposed NYC lawmaker looks to press charges http://t.co/jNxSbZcp
1020,0,0,3,0,0,3,0,0,3,0,3,0,RT @smh_at_smh: Dear everyone bitching bout being stuck inside their house: at least you're not homeless and have to be stuck outside with sandy #begreatful
1021,0,0,3,1,2,1,1,2,1,0,3,0,Tell me why my power is out again! I thought Sandy left already.
1022,0,0,3,1,2,1,0,1,2,0,3,0,RT @BBCBreaking: Crane hanging precariously beside skyscraper in New York City as Hurricane #Sandy approaches - PICTURE http://t.co/MZRztyok
1023,0,0,3,1,3,0,0,0,3,0,3,0,New Jersey mom gives birth in mobile shelter during Hurricane Sandy http://t.co/dKMpUsJL
1024,0,0,3,1,2,1,0,0,3,0,3,0,RT @Wind2Energy: RT @bupin No Rat Exodus Reported From NYC Tunnels. They Probably All Drowned http://t.co/zSjG1UQA #sandy // Anyone seen @karlrove today?
1025,0,0,3,1,2,1,0,0,3,0,3,0,RT @bjnovak: I know it's tough now New York but picture yourself next summer lying on a warm calm beach with nothing to remind you of Sandy
1026,0,0,3,1,2,1,0,0,3,0,3,0,RT @NickJones5050: Thank you @bubbakoos !!!!! #sandy #sandynj power wifi and hot food. Photos coming soon @ Bubbakoo's Burritos http://t.co/zjcTKaiF
1027,0,0,3,0,0,3,0,0,3,0,3,0,RT @JensonButton: Thinking of everyone that is in the path of Hurricane Sandy...
1028,0,0,3,0,0,3,0,0,3,0,3,0,RT @evagolinger: Esta maÃ­Â±ana en Red Hook Brooklyn ya inundada y aÃ­_n no llega #Sandy! http://t.co/FS8ATWuO
1029,0,0,3,0,1,2,0,0,3,0,3,0,RT @chriscolfer: Sending hugs to all my friends and family and anyone dealing with Sandy! Please stop making videos and go inside! #StaySafe
1030,0,0,3,1,3,0,0,1,2,0,3,0,RT @TomPodolec: #Sarnia hydro worker killed repairing downed power line damaged by storm #Sandy near Lake Huron shoreline. Ministry of Labour investigating
1031,0,0,3,0,0,3,0,0,3,0,3,0,#rt Wherever does this get? http://t.co/YX1NJmnQ
1032,0,0,3,0,0,3,0,0,3,0,3,0,RT @Ooaakklleeyy: To everyone wanting Sandy to cancel school sit down. I know school sucks but I like my power.
1033,0,0,3,0,1,2,0,0,3,0,3,0,#sandy http://t.co/sZJD9HyE
1034,0,0,3,1,3,0,1,3,0,0,3,0,RT @NewYorkPost: BREAKING: Crane Collapse in Midtown #NYC #hurricance #sandy http://t.co/BzPP4PPE
1035,1,1,2,0,0,3,0,0,3,0,3,0,RT @soloposdotcom: Badai Sandy: Wah 2 Makam Nyembul Akibat Badai: NEW YORK - Tak hanya mengakibatkan korban tewas dan kerugian mil... http://t.co/ycWw6935
1036,0,0,3,0,0,3,0,0,3,0,3,0,Sandy got me out of 2 midterms but I'm kinda scared I'm gonna be stuck in a real life episode of Revolution. Not sure if this was worth it.
1037,0,0,3,0,0,3,0,0,3,0,3,0,RT @jennylsq: ÂŒÂ¿\_(ÃœÂ€Â‹)_/ÂŒÂ¿ #sandy
1038,0,0,3,0,1,2,0,0,3,0,3,0,@sandy has arrived!!!!!! http://t.co/C0sMIVHm
