item_id,eye_witness,eye_witness_in,eye_witness_out,informative,informative_in,informative_out,Y_in,Y_out,Y,tokens
979,0,0,3,1,3,0,0,3,0, nba please help redcross respond affectedhurricane sandy go tcowa3ly7gb make donation today
980,0,0,3,0,0,3,0,3,0, drewbrees thoughtprayer northeast battling hurricanesandy
981,0,0,3,1,3,0,0,3,0, nytjim verizon say 6 cell site storm region tmobile say 20 network area wont say tcos6tr6pzc
982,0,0,3,1,3,0,0,3,0,transit disaster nyc hurricanesandy s knockout blow left newyork city massive cleanup repair jo  tcollipe4fw
983,0,0,3,0,0,3,0,3,0,trick treating happens saturday sandy spongebob got period destroyed eastcoast
984,0,0,3,0,0,3,0,3,0,thoughtprayer went hurricanesandy damage unbelievable
985,1,1,2,0,0,3,0,3,0, runlikeagrl big thanks fdny nypd mta volunteer everyone helping bring city back together nyers make anything nyc sandy
986,0,0,3,1,3,0,0,3,0, nycmayorsoffice anyone impacted sandy including homeowner renter business go tcog7ij1ztw register assistance
987,0,0,3,0,0,3,0,3,0,justiiine lmfao ill flying sandy
988,0,0,3,0,0,3,0,3,0,rico almuerzo con la wachiturras andichaud milimilon cuack solo falto valeavilesh que esta carreteando con sandy
989,0,0,3,0,0,3,0,3,0, fil0s0fia elhuracn sandy llev un tiburn hasta la calles de newjersey tcooy4dwemd
990,1,1,2,1,2,1,1,2,1,flooded duanereade south street seaport mess sandy nyc tco6ha5zaoj
991,1,1,2,0,0,3,0,3,0,ellerichietime d love live england haha living outer bank right bit dangerous sandy nt fan
992,0,0,3,0,1,2,0,3,0, memocirco huracn sandy nyc sandy huracan historic tcobqd8pqzc
993,0,0,3,1,3,0,0,3,0,s make sure nt get stuck flood damaged car tcokuj1oawa sandy
994,0,0,3,0,0,3,0,3,0,end 2012 earth killed hurricanesandy
995,0,0,3,0,0,3,0,3,0,love american mcflyers staysafe lt3 let s hope sandy disappears ocean harm done
996,0,0,3,1,3,0,0,3,0,ambassador trapped un hurricanesandy asked obama help obama denied blaming flash flood mob danaperino
997,0,0,3,0,0,3,0,3,0,puedes llegar sandy tcozpv7yqmo
998,0,0,3,1,3,0,0,3,0,massive loss likely hurricanesandy morning business memo multibillion dollar insurance loss hu  tcoy6ybeddb
999,0,0,3,0,1,2,0,3,0,tevet thanks salyes talk lot news  sandy  scary indeed imagine live skyscratchers g night
1000,0,0,3,0,1,2,0,3,0, lateshow studio audience place ready tonight s allnew sandy show denzel washington paul bank tco1n9ltdyy
1001,1,1,2,0,1,2,0,3,0,get shirt saying survived hurricanesandy
1002,0,0,3,1,3,0,0,3,0, mashable nt fall 6 fake hurricanesandy pic feed tcouhgfplcb
1003,0,0,3,1,2,1,0,3,0,good luck everyone newyork city looked picture got bad sandy
1004,0,0,3,1,3,0,0,3,0,twchurricane rt nygovcuomo w storm gust expected 8085mph bridge nyc area quickly becoming unsafe closure 7pm sandy
1005,0,0,3,0,0,3,0,3,0, okofosho let get weird sandy
1006,0,0,3,0,0,3,0,3,0, sandy                                                      14                                                                   tcowk2dxusq via sigmalivecom
1007,0,0,3,0,0,3,0,3,0,spoke one gal newyork storm crazy let s hope hurricanesandy swurf fast 
1008,0,0,3,0,0,3,0,3,0,uragano sandy news e aggiornamenti tcoultpnujq
1009,0,0,3,0,0,3,0,3,0, manofbahrain        29 75  bahrain hidd deertybhr nyc ksa kuwait sandy
1010,0,0,3,1,3,0,0,3,0, complexmag fema say text tweet post facebook instead making phone call hurricanesandy tcocwdzzyps
1011,0,0,3,0,0,3,0,3,0,thinking everyone effected sandy hoping really hoping friend nyc safe
1012,1,1,2,0,1,2,1,2,0,fuck back lawn filled water pool messed fucking sandy also make evacuate house
1013,0,0,3,0,0,3,0,3,0, petershankman hey fd pd emts rescue team first responder thanks sandy
1014,0,0,3,1,1,2,0,3,0, xhurricanesandy hurricanesandy make thirsty nyc frankenstorm tconxhhrlld
1015,0,0,3,0,0,3,0,3,0, francisboulle gangnam style actually giant raindance ve brought sandy actually funny
1016,0,0,3,1,3,0,0,3,0,sandy impacted national redcross blood supply thousand donor needed help patient tcoyxtlypyc
1017,1,1,2,1,2,1,1,2,1, timcast water level still high sandy tcormqtdjop
1018,0,0,3,0,0,3,0,3,0, laflaque  newyork c  est sandy qui lave la ville  montral ce sont le ingnieurs
1019,0,0,3,1,3,0,0,3,0,superstormsandy disinfo troll exposed nyc lawmaker look press charge tcojnxsbzcp
1020,0,0,3,0,0,3,0,3,0, smhatsmh dear everyone bitching bout stuck inside house least re homeless stuck outside sandy begreatful
1021,0,0,3,1,2,1,0,3,0,tell power thought sandy left already
1022,0,0,3,1,2,1,0,3,0, bbcbreaking crane hanging precariously beside skyscraper newyork city hurricanesandy approach picture tcomzrztyok
1023,0,0,3,1,3,0,0,3,0,newjersey mom give birth mobile shelter hurricanesandy tcodkmpusjl
1024,0,0,3,1,2,1,0,3,0, wind2energy rt bupin rat exodus reported nyc tunnel probably drowned tcozsjg1uqa sandy  anyone seen karlrove today
1025,0,0,3,1,2,1,0,3,0, bjnovak know s tough newyork picture next summer lying warm calm beach nothing remind sandy
1026,0,0,3,1,2,1,0,3,0, nickjones5050 thank bubbakoos sandy sandynj power wifi hot food photo coming soon bubbakoo s burrito tcozjctkaif
1027,0,0,3,0,0,3,0,3,0, jensonbutton thinking everyone path hurricanesandy 
1028,0,0,3,0,0,3,0,3,0, evagolinger esta maana en red hook brooklyn ya inundada an llega sandy tcofs8atwuo
1029,0,0,3,0,1,2,0,3,0, chriscolfer sending hug friend family anyone dealing sandy please stop making video go inside staysafe
1030,0,0,3,1,3,0,0,3,0, tompodolec sarnia hydro worker killed repairing downed power line damaged storm sandy near lake huron shoreline ministry labour investigating
1031,0,0,3,0,0,3,0,3,0, wherever get tcoyx1njmnq
1032,0,0,3,0,0,3,0,3,0, ooaakklleeyy everyone wanting sandy cancel school sit know school suck like power
1033,0,0,3,0,1,2,0,3,0,sandy tcoszjd9hye
1034,0,0,3,1,3,0,0,3,0,newyorkpost breaking cranecollapse midtown nyc hurricance sandy tcobzpp4ppe
1035,1,1,2,0,0,3,0,3,0, soloposdotcom badai sandy wah 2 makam nyembul akibat badai newyork tak hanya mengakibatkan korban tewas dan kerugian mil  tcoycww6935
1036,0,0,3,0,0,3,0,3,0,sandy got 2 midterm m kinda scared m gonna stuck real life episode revolution sure worth
1037,0,0,3,0,0,3,0,3,0, jennylsq    sandy
1038,0,0,3,0,1,2,0,3,0,sandy arrived tcoc0smivhm
1039,0,0,3,1,2,1,0,3,0, melissagorga tune entertainment tonight 730pm eastern call give update pic sandy
1040,0,0,3,0,0,3,0,3,0, badastronomer wow  robdelaney wrote nicu baby tcorsdjtdm3 please share re inclined
1041,0,0,3,1,2,1,0,3,0,halloween cancelled thanks lot sandy
1042,0,0,3,0,2,1,0,3,0,shelter struggling house homeless kid tcouz3p3yxd
1043,1,1,2,1,3,0,1,2,1, m7mdjm empirestate building nyc sandy tco1qz8rdqi
1044,0,0,3,0,1,2,0,3,0,kid missing halloween america due sandy therealcamilleg
1045,0,0,3,0,0,3,0,3,0, melvg yo sandy chill nigga win game smoke
1046,0,0,3,0,0,3,0,3,0, sandyshurricane sandy tcokgnnlnp9
1047,0,0,3,0,1,2,0,3,0, itslifenotes nobody go back start new beginning anyone start today make new ending
1048,0,0,3,1,3,0,0,3,0,  laryvitoriano  un another photo un headquarters nyc hurricanesandy monday tco55touetk  dreliziariojr
1049,0,0,3,1,3,0,0,3,0,39 dead hurricanesandy  rip lt3
1050,1,1,2,1,3,0,1,2,1, katdeluna heroic picture statue liberty standing strong face sandy tcoqn2kqyuc
1051,0,0,3,0,1,2,0,3,0,feel seeing city injured sky news reporter nyc citizen jornos love drama nt sandy
1052,1,1,2,1,3,0,1,2,1,personal watercraft newyork harbor hurricanesandy approach nyc tcosreonvow tcoaqdhor0g
1053,0,0,3,1,3,0,0,3,0,sandy s damage central park superstormsandy tore nyc s central park knocking many tree tcopkclj7z7
1054,0,0,3,1,3,0,0,3,0, romneystormtips everyone path hurricane head second third home safety sandy romneystormtips
1055,0,0,3,0,0,3,0,3,0, mgonzalezz9 fact people joking hurricanesandy literally blow  thankful nt hit hard north
1056,0,0,3,0,0,3,0,3,0, jpolen28 everyone saying sandy newyork city definitely texas
1057,0,0,3,0,0,3,0,3,0,make clear sorry preprogrammed tweet saying otherwise bostonbyfoot tour evening sandy
1058,0,0,3,0,0,3,0,3,0,praying people hurricanesandy s path staysafe xx
1059,0,0,3,1,3,0,0,3,0, nymag update rt nycmayorsofficemayor bloomberg update newyorkers sandy 10 live tcoc9t6u0ww
1060,1,1,2,0,1,2,1,2,0,fuck hurricanesandy work 24 hour shift
1061,0,0,3,0,2,1,0,3,0,thanks danfortheast member checking park tree post sandy tcozwtjxgq5
1062,0,0,3,0,0,3,0,3,0,sandy aint playing wit yall necnsandy
1063,0,0,3,1,3,0,0,3,0,help postsandy tcogyxgkdjv via dailycandy
1064,0,0,3,1,3,0,0,3,0,blogher12 ers ll know rt alexjamesfitz bloomberg building near damaged crane 57th st evacuated nyc sandy
1065,0,0,3,1,3,0,0,3,0,newyorkpost hurricanesandy space tcolqflugkr
1066,0,0,3,0,1,2,0,3,0,omg m scared sandy hit nyc nj state  aqui en el bronx muchos vientos
1067,0,0,3,0,0,3,0,3,0, shelisrael gapingvoid s sandy cartoon nyc first time ve smiled awful event tcocme8howu
1068,0,0,3,1,3,0,0,3,0, time people line charge phone avenue manhattan tconmtu0umd sandy
1069,0,0,3,1,3,0,0,3,0, cohenkomo item worldvision giving sandy victim food blanket flood cleanup kit nyc warehouse flooded tcopick5xqw
1070,0,0,3,1,3,0,0,3,0, cbsnews latest superstormsandy tcorplawu71
1071,0,0,3,1,3,0,0,3,0,science behind hurricanesandy confluence trouble tcokota6rx5 latimes
1072,0,0,3,0,0,3,0,3,0, nycgob la transmisin del mensaje del alcalde bloomberg comenzar dentro de pocos minutos en tcoiu1nlnes sandy
1073,0,0,3,1,3,0,0,3,0,cranedangling west 57th street tcoazrv9zca
1074,0,0,3,0,1,2,0,3,0, hurricannesandy hurricanesandy  cheek sandy hurricanesandy tcosl6sa4fn drahn5 steponmeroan
1075,0,0,3,1,3,0,0,3,0,oh lanta  jpchan mta video release hurricanesandy south ferrywhitehall st station damage tcoiwplvjpn 
1076,0,0,3,1,3,0,0,3,0, carmdaleyfox6 redcross phone bank fox6 folk hit sandy 4145862100 online tcofdvlquev textredcross 90999 10 donation
1077,1,1,2,1,3,0,1,2,1,breaking news least 39 dead millionwithout power sandy s aftermath tcoygerzyjq
1078,0,0,3,0,0,3,0,3,0,hurricanesandy try hurricane sharon phil s done soapbanter
1079,1,1,2,0,1,2,0,3,0,blowin tree call sandy llss
1080,0,0,3,0,0,3,0,3,0, revistasemana sandy en 20 fotografas tcoodoos7p7 fb
1081,0,0,4,1,3,1,0,4,0, joshuahol ironydead  rt alternet bush s fema director michael brown criticizes obama responding sandy quickly tcoqgs7nh4r
1082,0,0,3,0,1,2,0,3,0,staysafe everyone sandy
1083,0,0,3,1,3,0,0,3,0,sandy bring pet inside keep animal outdoors
1084,0,0,3,1,3,0,0,3,0,twchurricane mayorbloomberg  please use 311 downed tree flooding 911  sandy nyc
1085,0,0,3,1,3,0,0,3,0, nasahistory s satellite view hurricanesandy moonlight early yesterday morning tcobfgeevxw
1086,0,0,3,0,0,3,0,3,0,ty365 m 16 inch tall sandy drop 14 inch rain im fucked ctfucdfu
1087,0,0,3,0,1,2,0,3,0,hurricanesandy could taken seat wayside though 
1088,0,0,3,0,2,1,0,3,0, missamythorp thinking nyc sandy
1089,0,0,3,0,0,3,0,3,0, rlwood1 someone put chris christie charge nyc bloomberg monitor redcross meal salt level sandy
1090,0,0,3,0,1,2,0,3,0, jamielsigler love rtnewyorkpost rainbow today s nyc skyoffer glimpsehope hurricanesandy tcojro4dvgw via isardasorensen
1091,0,0,3,0,1,2,0,3,0, nathanthewanted hope fan usa keeping safe anywhere near sandy  sending love caught xx
1092,0,0,3,1,2,1,0,3,0,sandy update nyc data center nt expect issue available waiting update
1093,1,1,2,1,3,0,1,2,1,great pic johnminchill patient put ambulance evacuation nyu lastnight tcoi5moukfl via infocus sandy
1094,0,0,3,0,1,2,0,3,0,slate true fact mitt romney s budget would require 3453 cut fema s budget tcopcarijsl sandy
1095,0,0,3,1,3,0,0,3,0,sandy aint playing game bra fuck thought tcok5c6czc5
1096,0,0,3,1,3,0,0,3,0,help sandy victim cant personally provide shelter supply affected superstorm  tcopsraszdo
1097,0,0,3,1,3,0,0,3,0,sandy hit coast flood newyork sandy carved harrowing path destruction eastcoast promisin  tcocsqyod1d
1098,0,0,3,0,0,3,0,3,0,disneystarwars powerful sandy
1099,0,0,3,0,0,3,0,3,0, scooterbraun sandy come  one end movie leather pant doesnt mess around safe
1100,0,0,3,0,0,3,0,3,0, scottdools expect huge spike number child named sandy eastcoast usa 9 month
1101,0,0,3,0,0,3,0,3,0,prayer safety east coaster could affected sandy tco6ghl6qvc
1102,0,0,3,0,0,3,0,3,0,mundo furaco sandy causa cancelamentos de voos e evacuaes no eua tco2iofcj2b
1103,0,0,3,0,2,1,0,3,0, abcworldnews sandy twice big hurricane irene abcworldnews
1104,0,0,3,1,3,0,0,3,0, hcsandy nyc alert lower manhattan submerged sandy tcodyb7k9lm
1105,0,0,3,0,0,3,0,3,0,wonder coincidence election coming sandy hurricane happening haarp corruptpolitics fuckobama revolution
1106,0,0,3,1,3,0,0,3,0,hurricanesandy significantly impacted many people home damaged step toward recovery tcozdwgj6in
1107,0,0,3,1,2,1,0,3,0, nygovcuomo mta bus left depot way start picking passenger sandy
1108,1,1,2,1,2,1,1,2,1,astoria astoriapark sandy nyc tco7pl0clty
1109,0,0,3,1,2,1,0,3,0,sandy finally sun coming nyc tco9yfokxzj
1110,0,0,3,1,3,0,0,3,0,vp candidate ryan attends food drive wisconsin victim hurricanesandy po35we bitcentral
1111,0,0,3,1,3,0,0,3,0,geweldig rt ajhalls1 latest image newyork sandy hit tcoptsilcj5
1112,0,0,3,0,1,2,0,3,0,incredible unbelievable freakishly scary  mrmohindru hurricanesandy nyc tcolohznlrk 
1113,0,0,3,1,3,0,0,3,0,much hurricanesandy cost us economy derek thompson atlantic tcom2gsnlbd
1114,0,0,3,0,0,3,0,3,0, maedamari        nyc sandy
1115,0,0,3,1,3,0,0,3,0,hurricanesandy aftermath happens bird tcolkgvnvdb
1116,1,1,2,1,3,0,1,2,1,time follow time s instagram hurricanesandy shot photographer field tcoinay1yoz
1117,0,0,3,0,0,3,0,3,0,teamfollowback way nightmare get free kind tcobvufbcl9
1118,0,0,3,0,0,3,0,3,0, noemimelero el huracan sandy derrumbao la casa de jerseyshore tiaaaa  ke fuerteee  asko de huracan ya hay ma temporada ke juumm
1119,0,0,3,0,1,2,0,3,0,never hurricane bring sandy hurricane dontblowaway tcopu4kq1fy
1120,0,0,3,1,3,0,0,3,0, jmichaellaverty  wendycncs rt redcross one wayhelp donateblood shortfall almost 9000 unit tco3jlajxz3 sandy natlserviceksmo
1121,0,0,3,1,3,0,0,3,0, bbcbreaking halfsubmerged car near goldman sachs building nyc storm sandy photo credit davey davis tco7iv24akp
1122,0,0,3,0,0,3,0,3,0,hurricanesandy hitting ny say hi cousin
1123,0,0,3,1,2,1,0,3,0,statuelibrtynps wynandsmit2 yep check tco8tb0gpdg rough 126th birthday week lady liberty sandy nyc
1124,0,0,3,1,3,0,0,3,0,photo put hurricanesandy perspective s huge  tco6hkjc8ua
1125,0,0,3,1,3,0,0,3,0,eye sandy craziest nyc hurricane image tco48xwbhqv via refinery29
1126,0,0,3,0,0,3,0,3,0,lamborghini sandy yo chick thirsty
1127,0,0,3,0,0,3,0,3,0,year ago ny bad wet snowstorm  sandy october new storm month
1128,0,0,3,0,1,2,0,3,0,sagittarius take u back history tco6ro6heog
1129,0,0,3,1,3,0,0,3,0,sandy alert eastcoast sandy rip eastcoast making s way canada
1130,0,0,3,1,3,0,0,3,0, nonitttaaa nyc window gonna great beginning sandy tcofnggxd1r
1131,0,0,3,1,3,0,0,3,0,new article video sandy shuts stock option market cbs news tcogrplqix3
1132,0,0,3,0,0,3,0,3,0, reeallitty guarentee sandy got dumped girl always go crazy get dumped 
1133,0,0,3,1,3,0,0,3,0,760000 con ed customer nyc still withoutpower tcoaqjanwrz
1134,0,0,3,1,3,0,0,3,0,kimberlymufferiphotography williamsburg brooklyn earlier today east river coming bridge nyc sandy tcotxvjgyqc
1135,0,0,3,0,0,3,0,3,0, 1jerry goodmorning woke but fuck hurricanesandy
1136,0,0,3,1,3,0,0,3,0,headline usatoday nyc try heal deadly storm tcoc6ee2ljn
1137,0,0,3,0,0,3,0,3,0, stinos mijn vrouw achtergebleven nyc ben zelf ohio en maakte net deze bizarre foto laat kracht sandy goed zien tcocn2v3yud
1138,0,0,3,1,2,1,0,3,0, morrowchris amazing  motivateathlete tombunknown soldier continues stay guarded throughout hurricanesandy tcowwnj3u9n 
1139,1,1,2,1,2,1,1,2,1, rmoltubak live stream timesquare nyc vgtv via earthcam new day rise sandy storm hurricane tco5pxdafpt
1140,0,0,3,0,0,3,0,3,0, canadiankidd rt  themattmaverick anyone else hope sandy took cast jerseyshore never reunion show 
1141,1,2,1,0,1,2,1,2,0, typyles881 went outside yelled  bring sandy  got soaked 
1142,0,0,3,1,2,1,0,3,0, isardasorensen clearing blue sky nyc today heel sandy tcothua0wap lovely   
1143,0,0,3,1,3,0,0,3,0, shelfawareness rt galleycat nyc bookstore reopen hurricanesandy powerhouse arena  devastated  tcoovijbknq
1144,0,0,3,1,2,1,0,3,0, nicholashuba stafford wawa route 72 closing wind really starting pick sandy frankenstorm lbisandy
1145,0,0,3,1,3,0,0,3,0, americanair thought everyone affectedhurricane sandy please check updated information travel policy tcowo9x0lzu
1146,0,0,3,1,1,2,0,3,0,lmao  koye10 afi ripple rt channelstv ripple hurricanesandy may hit lagos  commissioner tconqp67qf1 
1147,0,0,3,1,3,0,0,3,0, amercogliano timelapse nyc skyline hurricanesandy tco1cuhpylh
1148,1,1,2,1,3,0,1,2,1, ap ap photo rainbow form breezy point nyc borough queen aftermath superstormsandy tcozm5jcyub ras
1149,1,1,2,0,0,3,0,3,0, forevernel two day school time catch sleep hopeeveryone staysafe sandy
1150,0,0,3,0,0,3,0,3,0, bekiherrero se pierdan el gran artculo de tanausufm sobre elhuracn sandy tco2hbyw0fa este chico lo vale
1151,1,1,2,1,3,0,1,2,1,twchurricane rt isardasorensen clearing blue sky nyc today heel sandy tcomva13zlq
1152,0,0,3,0,0,3,0,3,0, dantesersotp ok sandy ve proved point congrats pls go away tcosyiyzzv1
1153,0,0,3,1,3,0,0,3,0, bbcbreaking street turned river floodwater storm sandy nyc photo credit greg mchale tcoojisuo2a tcoqzxx2d8i
1154,0,0,3,1,3,0,0,3,0,explosion blacked lower manhattan  watch tcoh2gabveu sandy via bloombergnews
1155,0,0,3,0,0,3,0,3,0, lifeprobiems people walking life m use
1156,0,0,3,1,3,0,0,3,0,share rise sandy hit offshore market new zealand sharemarket slightly early trading interna  tcof3nijlmn
1157,0,0,3,1,3,0,0,3,0, dreamyeyed excitement please nt forget sandy victim donate money donateblood tcomtkhmuar
1158,0,0,3,0,1,2,0,3,0, latinromney katrina survivor tell gov romney people nt need old can bean need sheetrock drywall sandy
1159,0,0,3,0,0,3,0,3,0, sgbroficial selena envia mensagem aos afetados pelo furaco sandy tcovtcoex8g
1160,0,0,3,1,3,0,0,3,0,obama camp asks people election phone bank hurricanesandy hit obama campaign 2012 fox nation tcod6koxggr
1161,0,0,3,1,2,1,0,3,0, wsjweather atmospheric pressure manhattan bottomed 964mb sandy break time nyc pressure record 961mb set 1914
1162,0,0,3,1,3,0,0,3,0, fdny please note do not tweet emergency call please call 911 emergency please call 311 nyc sandy
1163,0,0,3,0,1,2,0,3,0,thought affectedhurricane sandy downed tree sunnyside queen sandy ny1sandy nyc tcookx0rwog
1164,0,0,3,0,0,3,0,3,0, kes2996  sandyshurricane dis bitch like  m dying hurricanesandy tweet  m like dyin real life hoe diceapproved
1165,0,0,3,0,0,3,0,3,0, arodriguezb66 elhuracn sandy arrastra do tiburones hasta elmetro de nuevayork acojonante tcoej7rrgte
1166,0,0,3,0,0,3,0,3,0, pratimdgupta sandy take let retweet paanch adhyay tweet  kya pata kal ho naa ho 
1167,0,0,3,0,0,3,0,3,0, revistasemana se estima que 35000 persona queden sin electricidad en nueva jersey por el paso delhuracn sandy svelezd
1168,0,0,3,0,0,3,0,3,0,le enfants americains ne peuvent plus jou aux sandymtre haie le pauvres
1169,0,0,3,1,3,0,0,3,0, cpwilldo new newsbusters msnbc ridicule romney collecting food supply sandy victim tcoaxih14kr
1170,0,0,4,1,4,0,0,4,0, thesamslater every rt get slaterorg donate 25 redcross help victim hurricanesandy twitter
1171,1,1,2,1,2,1,1,2,1,incredible scene response match nycmayorsoffice amazing work nyc first responder sandy
1172,0,0,3,1,2,1,0,3,0,wood brooklyn nyc sandy tco8agnbqfa
1173,0,0,3,1,3,0,0,3,0, jasonroeder excited realdonaldtrump decided donate 5 million sandy cleanup effort nostrings think everyone thank
1174,0,0,3,1,3,0,0,3,0,bloomberg nyc 76 shelter open remain open people rehoused east river bridge open sandy
1175,0,0,4,1,2,2,0,4,0,fix crane  sandy nyc
1176,0,0,3,1,3,0,0,3,0,anyone help reporter get boston nyc tomorrow tcoalk9c3qn sandy
1177,0,0,3,0,2,1,0,3,0, galluccihallua ve gone obama nobama presidential visit ua tomorrow cancelled duehurricane sandy
1178,0,0,3,0,1,2,0,3,0, d0ucheb4g swear god hurricanesandy kill pierce veil ll cry rest life
1179,0,0,3,0,0,3,0,3,0,asu quisco sin diarios en ny eduardosuarez una foto bien triste el quiosco sin prensa del da nyc sandy tco4riu0lyi
1180,0,0,3,1,3,0,0,3,0, lucyweather lastnight rt  justinking224 building power nyc right empirestate building sandy tcorlgmpydv
1181,0,0,3,0,0,3,0,3,0, despiertaameric muchos los 670 mil residentes de nyc q quedaron sin electricidad por la sandy tendran que esperar hasta 1 semana para recuperar energa
1182,0,0,3,1,3,0,0,3,0, mackissler fireisland 80 home facing ocean damaged dozen either destroyed washed sea tco7vyu6bta sandy
1183,0,0,3,1,3,0,0,3,0,newsci slowmoving hurricanesandy rise sandy linger day u eastcoast cl  tcoqutjiwou
1184,0,0,3,1,2,1,0,3,0, thenation you  like help sandy recovery what  needed money blood volunteer labor tcolk3vsk81
1185,0,0,3,0,0,3,0,3,0,humanity dismantling earth s climate ecosystem brief unjust inequitable unsustainable growth followed collapse sandy
1186,0,0,3,1,3,0,0,3,0, news12li first time 39 year halloween parade nyc cancelled sandy
1187,0,0,3,0,1,2,0,3,0,snooki lot like hurricane sandythey re headed jerseyshore intention blow everyone within 50mile radius snooki
1188,0,0,3,0,0,3,0,3,0, anthonyogogo go bed hope citizen nyc entire eastcoast usa kept safe sandy approaching night everyone staysafe
1189,0,0,3,0,0,3,0,3,0,obama krisis belum berlalu presiden barack obama menegaskan krisis terkait bencana badai sandy belum sepe  tco9hycjhtt
1190,0,0,3,1,3,0,0,3,0,whoa s video east village nyc totally flooded tco1gl09f4t sandy
1191,0,0,3,0,0,3,0,3,0,m trying watch jerry springer sandy taking tv 
1192,0,0,3,1,2,1,0,3,0,lol thing ppl tweeting sandy rt gt forbes s track hurricanesandy online tcoctrqnjch
1193,0,0,3,0,1,2,0,3,0,addicted cnn sandy info sad see desolation happy nyc memory
1194,0,0,3,0,0,3,0,3,0, sandyshurricane four hurricanesandy go hurricanesandy none hurricane irene bye
1195,0,0,3,1,2,1,0,3,0,nyc website running fume wake superstormsandy age cloud computing s arch  tcojuxhebl4 rww
1196,0,0,3,0,0,3,0,3,0,sandy never heard
1197,0,0,3,0,0,3,0,3,0,sunshineh la otra e  sandy papo  pero eso e maana jajaja gt tcotshexkn1
1198,0,0,3,0,0,3,0,3,0, jfjackieflynn rice sb canceled tomorrow  come cvu sandy
1199,0,0,3,1,3,0,0,3,0, salon nyc sandy update coney island hospital reported fire nyu hospital evac progress building collapse video tcoix1xxgue
1200,0,0,3,0,0,3,0,3,0,hopeeveryone safe hurricanesandy
1201,0,0,3,1,2,1,0,3,0, dhsgov search open shelter texting shelter zip code 43362 4fema ex shelter 01234 std rate apply sandy
1202,0,0,3,0,0,3,0,3,0,3 get sad s enough keep food refrigerated vital life saving thing light hurricanesandy
1203,0,0,3,0,1,2,0,3,0,2012 nyc blackoutnot effin cool sandy tcosz04hsnz
1204,0,0,3,0,2,1,0,3,0, adriennemaloof sad hear devastation eastcoast sandy sending thoughtprayer
1205,0,0,3,1,3,0,0,3,0,new video celebrity react hurricanesandy aftermath tcopzrpcscg
1206,1,1,2,1,3,0,1,2,1,look mta photo show subway station flooded seawater superstormsandy tcoj5vmusa1
1207,0,0,3,1,3,0,0,3,0, lucyhale donate 10 victim area hit sandy text number 90999 word redcross deducted wireless bill
1208,0,0,3,1,3,0,0,3,0, barrettall s proof hurricanesandy nothing like irene tcop6roqvzj rt mashable
1209,0,0,3,0,0,3,0,3,0,actually m kinda happy hurricanesandy lot ppl started get scared yes
1210,0,0,3,0,0,3,0,3,0, kennyhamilton praying everyonesafe storm  sandy
1211,0,0,3,0,0,3,0,3,0,oliviameisl fear either missed sandy joke worse thought nt funny
1212,0,0,3,1,2,1,0,3,0, nwf bird go storm like sandy  read  shelter storm  answer kstjbirdblog tco1ponydff
1213,0,0,3,0,0,3,0,3,0,sunnysanders6 lt evil sandy
1214,1,1,2,0,1,2,1,2,0, southerngenttn tomb guard incredible sandy tcodvgynwhp
1215,0,0,3,0,1,2,0,3,0,cubic yard water weighs almost 1700 pound sandy
1216,0,0,3,1,1,2,0,3,0,labellafabio uragano sandy tcomaf8hk3k pray nyc
1217,0,0,3,1,2,1,0,3,0,s grasping straw rt  perezhilton barackobama preacher blame hurricanesandy obama romney s gay love tcowslqlqu8 
1218,0,0,3,1,3,0,0,3,0,newyork city taxi pictured flooded street  tcowbc33u9t sandy frankenstorm hurricanesandy nyc nyse via starvpan
1219,0,0,3,0,1,2,0,3,0, earvgotit well someone go talk sandy   want tell
1220,0,0,3,0,0,3,0,3,0, mittstormtips people find can food anyway mittstormtips sandy
1221,0,0,3,1,3,0,0,3,0, mikebloomberg update sandy 15 minute stay tuned tcopzwezmcp
1222,0,0,3,0,0,3,0,3,0,s boring sit home sandy outside  
1223,0,0,3,0,0,3,0,3,0,praying state people maybe affectedhurricane sandy
1224,0,0,3,1,2,1,0,3,0,nyc espera sandy tcocvhtstqc
1225,1,2,1,1,3,0,2,1,1, davidblaine next studio water everywhere sandy tcof6crxq0s
1226,1,1,2,1,3,0,1,2,1,nyc train station filled water ceiling  sandy
1227,0,0,3,1,3,0,0,3,0, hcsandy nyc alert ppl staten island desperate need help s widespread floodingmultiple fire burning helpstatenisland sandy
1228,0,0,3,1,3,0,0,3,0, trevorproject exp delay calling trevor lifeline due sandy need immediate help please call 800273talk
1229,0,0,3,0,1,2,0,3,0,waiting hurricanesandy hurry n pas wishing safe flight aunt cousin coming ct fl wednesday
1230,0,0,3,0,0,3,0,3,0,vuelos newyork miami cancelados por huracan sandy 
1231,0,0,3,0,0,3,0,3,0, rapgenius yo sandy need comme de fuck
1232,0,0,3,0,0,3,0,3,0, realsandycane sandy would nt patrick would ve stopped making fun texas
1233,1,1,2,1,3,0,1,2,1, reuters live coverage storm sandy tcoiizwuago
1234,0,0,3,1,2,1,0,3,0,twchurricane 5 different radar nycphilly area indicate wind 105 mph 5000 foot ground level sandy
1235,1,2,1,1,3,0,2,1,1, walkofshameband unbelievable photo taken nyc getting ready sandy tcoir2c8veg
1236,0,0,3,0,0,3,0,3,0, swaagamerica leau envahi new york sandy tcohbaa17e3
